Ime,Država,Naziv,Classical ocena,Rapid ocena,Blitz ocena,Leto rojstva,Število iger
" Abd El Hady, Suliman Basil ",KSA, ,0,0,0,1979,0
" Abdalla, Abdeldaim ",KSA, ,0,0,0,1965,0
" Abdalmageed, Osama M ",KSA, ,0,0,0,1983,0
" Abdalshakoor, Faten Adel ",KSA, ,0,0,0,1999,0
" Abdelfattah, Mahmoud ",KSA, ,0,0,0,1985,0
" Abdellatif , Al Nas ",KSA, ,0,0,0,1982,0
" Abdelrahim,Kayreay A ",KSA, ,0,0,0,1971,0
" Abdelrahman, Adam ",KSA, ,0,0,0,1978,17
" Abdelrahman, Khaled ",KSA, ,0,0,0,1976,0
" Abdu Mmosa, Abdu Abdurahim ",KSA, ,0,0,0,1980,0
" Abduh, Osamah ",KSA, ,0,0,0,1975,0
" Abdul Aziz , Hamad ",KSA, ,0,0,0,1992,0
" Abdul Hadi, Mohammad ",KSA, ,0,0,0,1994,0
" Abdul Jawad, Ahmad ",KSA, ,0,0,0,2001,0
" Abdulatif, Saleh Abdelrahman ",KSA, ,0,0,0,2004,0
" ABDULATIF,SALEH ABDELRAHMAN A ",KSA, ,0,0,0,2004,0
" Abdulaziz , Alrashedi ",KSA, ,0,0,0,2000,0
 Abdulaziz Abduloul Alansari ,KSA, ,0,0,0,1999,0
 Abdulaziz Al Harbi ,KSA, ,0,0,0,1990,0
 Abdulaziz Alzeer ,KSA, ,0,0,0,1990,0
 Abdulaziz Bandar Mohammed ,KSA, ,0,0,0,1990,11
 Abdulaziz Bin Saad Bin Abdulaziz Al Saud ,KSA, ,0,0,0,1968,0
 Abdulaziz Farih ,KSA, ,0,0,0,1990,0
 Abdulaziz Hassan Aldhebany ,KSA, ,0,0,0,2000,0
 Abdulaziz Husain Aljouhary ,KSA, ,0,0,0,1990,0
" Abdulaziz, Faisal B ",KSA, ,0,2175,0,1987,0
" Abdulaziz, Hamd ",KSA, ,0,0,0,1992,0
" Abdulaziz, Hisham ",KSA, ,0,0,0,1992,0
" Abdulghani, Abdulraqeep ",KSA, ,0,0,0,1994,0
" Abdulghani,Habibah Yaser ",KSA, ,0,0,0,2005,0
" Abduljaleel, Tamer ",KSA, ,0,0,0,1974,0
 Abdulla abdulkarim ,KSA, ,0,0,0,1990,0
" Abdullah , Alrashedi ",KSA, ,0,0,0,2005,0
" Abdullah , Essam ",KSA, ,0,0,0,1995,0
 Abdullah abdulhadi hakami ,KSA, ,0,0,0,1991,0
 Abdullah Ahmad Gareb ,KSA, ,0,0,0,1990,0
 Abdullah Aladeem ,KSA, ,0,0,0,1980,0
 Abdullah Ali Almutawa ,KSA, ,0,1293,0,2000,0
 Abdullah Mohammed Almutairy ,KSA, ,0,0,0,1990,0
" Abdullah, Alabaid ",KSA, ,0,0,0,1988,0
" Abdullah, Bader ",KSA, ,0,0,0,1992,0
" Abdullah, Hamoud ",KSA, ,0,0,0,1988,0
" ABDULLAH,HUMAIL ALHUMAIL ",KSA, ,0,0,0,1990,0
 Abdullkareem Ahmed Ismail ,KSA, ,0,0,0,2009,0
 Abdulmalik Almaydani F ,KSA, ,0,0,0,1990,0
" Abdulmalik, Alasem ",KSA, ,0,0,0,1995,0
" Abdulmalik, Alshareef ",KSA, ,0,0,0,2001,0
 Abdulmohsen Fayhan Aldabahi ,KSA, ,0,0,0,1990,0
" Abdulqadir Hamzah, Siraj ",KSA, ,0,0,0,1979,0
 Abdulrahman Mohammed Alshanqity ,KSA, ,0,0,0,1996,0
 AbdulRahman Zaidan Sahlouli ,KSA, ,0,0,0,1990,0
" Abdulrahman, Alshareef ",KSA, ,0,0,0,2007,0
" Abdulrahman,Reem Hamid ",KSA, ,0,0,0,2008,0
 ABDULSALAAM MOHAMMED ,KSA, ,0,0,0,2003,0
" Abdulsalam, Abdulrahman Saud ",KSA, ,0,0,0,1998,0
" Abdulwahed , Rayyan Fahad ",KSA, ,0,0,0,1990,0
" ABDULWAHED,AHMED SALEM A ",KSA, ,0,1551,0,2004,0
" Abdusalm, Abdullah H ",KSA, ,0,0,0,2004,0
" Abo Elegeat, Abdulrahman ",KSA, ,0,0,0,1979,0
" Abo Sharie, Abdullah ",KSA, ,0,0,0,1994,0
" Aboelhamd, Ahmed ",KSA, ,0,1563,0,1990,0
" Abohamza, Marwan ",KSA, ,0,0,0,1980,0
" Abokamall, fares ",KSA, ,0,0,0,1983,0
" Abu Almesh, Mishaari ",KSA, ,0,0,0,1992,0
" Abu Kamil, Waleed ",KSA, ,0,0,0,1953,0
" Abu Khater , Ahamed ",KSA, ,0,0,0,1990,28
" Abu Khater , Rezq ",KSA, ,0,0,0,1992,0
" Abu Sharia, Abdullah ",KSA, ,0,0,0,1994,0
" Abu Shattal, Faleh S ",KSA, ,0,0,0,1980,0
" Abu Taher, Abdullah ",KSA, ,0,0,0,1986,0
" Abu-Al-Hija, Ahood ",KSA, ,0,0,0,1971,0
" Abualenain,Ashraf AbdulAziz ",KSA, ,0,0,0,1974,0
" Abualkhair, Danya ",KSA, ,0,0,0,1986,0
" Abualmati, Hassan ",KSA, ,0,0,0,1975,0
" ABUGHAZALAH,FAISAL NABIL ",KSA, ,0,0,0,1997,0
" Abukamel, Firas ",KSA, ,0,0,0,1984,0
" Abumansour, Rahaf Wael ",KSA, ,0,0,0,2004,0
" Aburayyash, Manar A ",KSA, ,0,0,0,1992,0
" Abushattal, Mahmoud ",KSA, ,0,0,0,1986,0
" ABUZAID,RASHA MHAFOUZ ",KSA, ,0,0,0,1977,0
" Abuzidan, Judalah M ",KSA, ,0,0,0,1982,0
" Acharya, Kush ",KSA, ,0,0,0,1990,0
" Ada, Abdullah ",KSA, ,0,0,0,1984,0
" Adem, Ibrahim Hamed ",KSA, ,0,0,0,1983,0
 Adnan Abdulhalem ,KSA, ,0,0,0,2000,0
 Adnan Mohemd Awad ,KSA, ,0,0,0,1990,0
 Adolfo ,KSA, ,0,0,0,1969,1
" Adres, Faisal ",KSA, ,0,0,0,1992,0
" Ahamed , Alshami ",KSA, ,0,0,0,1978,0
" Ahamed, R ",KSA, ,0,0,0,1972,0
 Ahmad Mansour Alfakher ,KSA, ,0,0,0,1989,0
 AHMAD MESHAL ALHUSSINI ,KSA, ,0,0,0,1989,0
" Ahmad, Kaswar ",KSA, ,0,1613,0,1978,0
" Ahmadi, Nojood ",KSA, ,0,0,0,1987,4
 Ahmed Abduloul Alansari ,KSA, ,0,0,0,2000,0
 AHMED ALI ALAMMARI ,KSA, ,0,0,0,2001,0
 Ahmed AlShemari ,KSA, ,0,0,0,1990,0
 Ahmed Saud Almoslem ,KSA, ,0,0,0,1990,0
" Ahmed, Adel ",KSA, ,0,0,0,1976,33
" Ahmed, Adel Ali ",KSA, ,0,0,0,1976,0
" Ahmed, Ahmed N ",KSA, ,0,0,0,1985,0
" Ahmed, Habiballa Abakar ",KSA, ,0,0,0,1965,0
" Ahmed, Hamza ",KSA, ,0,0,0,1979,8
" Ahmed, Khaled ",KSA, ,0,0,0,1997,6
" Ahmed, Majed ",KSA, ,0,1631,0,1994,2
" Ahmed, Mohamed ",KSA, ,0,1856,0,1982,11
" Ahmed, Omar Nasrallah ",KSA, ,0,0,0,1995,0
" Ahmed, Omer Ayadh ",KSA, ,0,1412,0,1989,0
" Ajaj, Danyah Hassan ",KSA, ,0,0,0,1997,0
" Ajawabra, Amer ",KSA, ,0,0,0,2002,7
" Ajlan, Abdel Almalik ",KSA, ,0,0,0,2010,1
" Ajlan, Abdul Aziz ",KSA, ,0,0,0,2001,0
" Ajlan, Abdulrahman ",KSA, ,0,0,0,2004,0
" Ajlan, Atif Ali ",KSA, ,0,0,0,1978,0
" Akwan,Abdullah A ",KSA, ,0,0,0,2004,0
 Al - Shlaki Meshary ,KSA, ,0,0,0,1990,0
" Al Aaroui,Yusuf M ",KSA, ,0,0,0,1968,0
" Al Abbasi, Hassan ",KSA, ,0,1800,0,1960,0
" Al Abbasi, Hassan ",KSA, ,0,0,0,1973,0
" Al Abdali, Ahmad M ",KSA, ,0,0,0,1992,0
" Al Abdallah, Kalid ",KSA, ,0,0,0,1987,0
" Al Adwani, Fahad Abdullah ",KSA, ,0,0,0,1962,0
" Al Adwany, Fahad ",KSA, ,0,0,0,1965,0
" Al afaliq,Reema Abdulrhman ",KSA, ,0,0,0,2014,0
" Al Ahdb, Ahmed ",KSA, ,0,0,0,1972,0
 Al Ahmad Hussein ,KSA, ,0,0,0,1990,0
" Al Ahmadi, Ahmed M ",KSA, ,0,0,0,1995,0
" Al Ahmadi, Assim A ",KSA, ,0,1709,0,1974,0
" Al Ahmadi, Khalid ",KSA, ,0,0,0,1993,0
" Al Ahmadi, Tariq ",KSA, ,0,0,0,1992,0
" Al Ahmar, Jehad ",KSA, ,0,0,0,1989,0
" Al Ahmdi, Tarek ",KSA, ,0,0,0,1992,0
" Al Ahmri, Abdulrhman M ",KSA, ,0,0,0,1991,0
" Al Aidaros, Khadija ",KSA, ,0,0,0,1972,0
" Al Ajlan, Faisal A ",KSA, ,0,0,0,1980,0
" Al aladalah, Rayan Ahmed ",KSA, ,0,0,0,2001,0
 Al Ali Mamdouh Turki ,KSA, ,0,0,0,1990,0
 AL Ali Ziad ,KSA, ,0,0,0,1985,0
" Al Ali, Faisal H ",KSA, ,0,1712,1739,1992,0
" Al Ali, Ismaeel Abdulla ",KSA, ,0,1603,0,1985,0
" Al Ali, Ismail ",KSA, ,0,0,0,1999,0
" Al Alouni, Mohammed M ",KSA, ,0,0,0,1996,0
" Al Alshaykh, Lainah Abdullatif ",KSA, ,0,0,0,1993,0
" Al Altoum, Abdulaziz Mohammed ",KSA, ,0,0,0,1987,0
" Al Alyani, Mohammed G ",KSA, ,0,0,0,1988,0
" Al Amari, Hend ",KSA, ,0,0,0,1975,0
" Al Ameeri, Mishari ",KSA, ,0,0,0,1991,0
" Al Amoudi, Lina Mohammed ",KSA, ,0,0,0,1999,0
" Al Amoudi, Moadh Ahamd ",KSA, ,0,0,0,1992,0
" Al Amri, Fahad H ",KSA, ,0,0,0,1980,0
" Al Amri, Saad M ",KSA, ,0,1495,0,1980,11
" Al Amrie ,Messra ",KSA, ,0,0,0,1982,0
" Al Anazi, Hala Rahial ",KSA, ,0,0,0,1982,0
" Al Anazi, Nawaf ",KSA, ,0,0,0,1994,0
" Al Anazi, Saad A. ",KSA, ,0,0,0,1980,0
" Al Anazi,Abdulkarim Ayed Busais ",KSA, ,0,0,0,1994,0
" Al Anazi,Ibraheem Mashred ",KSA, ,0,0,0,1982,1
" Al Anazi,Naif Mohallal ",KSA, ,0,0,0,1991,0
" Al Anazi,Nawaf Zaho ",KSA, ,0,0,0,1974,0
" Al Anezi, Saleh Saud M ",KSA, ,0,0,0,2003,0
" Al Anezi,Mudhe ",KSA, ,0,0,0,1990,0
" Al Ansari, Mohammed ",KSA, ,0,1533,0,1996,24
" Al Anzi, Abdullah A ",KSA, ,0,0,0,2002,7
" Al Anzi, Awaad A ",KSA, ,0,0,0,2004,0
" Al Anzi, Dhaif Allah A ",KSA, ,0,0,0,1999,0
" Al Anzi, Eid Ayidh ",KSA, ,0,0,0,1990,0
" Al Anzy, Bander ",KSA, ,0,0,0,1986,0
" Al Arawi, Yousef ",KSA, ,0,0,0,1967,13
" Al Arfj, Sami ",KSA, ,0,0,0,1983,0
" Al Aridi, Kenan ",KSA, ,0,0,0,1986,0
" Al Arjani, Saud ",KSA, ,0,0,0,1967,0
" Al Arway, Marzooa ",KSA, ,0,0,0,1991,0
" Al Asem, Malek A ",KSA, ,0,0,0,1995,0
" Al Asfor, Abdullah ",KSA, ,0,0,0,1981,0
" Al Asmari, Khloud D ",KSA, ,0,0,0,1993,0
" Al Asmari, Nouf D ",KSA, ,0,0,0,1983,0
" Al Asmari, Saeed Ahmed ",KSA, ,0,0,0,1995,0
" Al Atawi, Talal ",KSA, ,0,0,0,1992,0
" Al Attas, Abdulrhama ",KSA, ,0,0,0,1986,0
" Al Attas, Gazy ",KSA, ,0,0,0,1963,0
" Al Attas, Omar ",KSA, ,0,0,0,2008,0
" Al Awaji,Mohammed Saleh ",KSA, ,0,0,0,1994,0
" Al Aydarous, Mariam ",KSA, ,0,0,0,2006,0
" Al Aydarous, Youssef ",KSA, ,0,0,0,2009,0
" Al Azizi, Ayman ",KSA, ,0,0,0,1982,0
" Al Baasy, Hassanv ",KSA, ,0,0,0,1989,0
" Al Babli, Ismail ",KSA, ,0,1784,0,1974,0
" Al Bahiti, Maryam ",KSA, ,0,0,0,2004,0
" Al Bahlal, Abdullateef ",KSA, ,0,0,0,1992,0
" Al Baidhani, Mohammed K ",KSA, ,0,0,0,1994,0
" Al Baker, Nada ",KSA, ,0,0,0,1982,0
" Al Bakkate, Al Hossun ",KSA, ,0,0,0,1995,0
 Al Balawi Ahmed G ,KSA, ,0,0,0,1990,0
" Al Balawi, Abdullah Faiz ",KSA, ,0,0,0,1974,0
" Al Balawi, Mohammed ",KSA, ,0,0,0,1981,0
" Al Balawi, Nasser ",KSA, ,0,0,0,1983,0
" Al Balwi,ibrahim S ",KSA, ,0,0,0,1983,0
" Al Bana, Abdulnaser ",KSA, ,0,0,0,1993,0
" Al Bar, Abdullah M ",KSA, ,0,0,0,1997,0
" Al Bardini, Anwar ",KSA, ,0,0,0,1974,0
" Al Bashiti, Mohammed ",KSA, ,0,0,0,1987,0
" Al Basi, Hassan ",KSA, ,0,0,0,1973,0
" Al Bassam, Bader ",KSA, ,0,0,0,1960,0
" Al Bazi, Haifaa ",KSA, ,0,0,0,1995,0
 Al Belihy Remaz ,KSA, ,0,0,0,1990,0
 Al Belihy Saleh ,KSA, ,0,1305,0,2013,0
" Al Belowi, Majde F ",KSA, ,0,0,0,1992,0
" Al Bishi,Badawi N ",KSA, ,0,0,0,1974,0
" Al Bishry, Faha A ",KSA, ,0,0,0,1979,0
" Al Bladi, Basem A ",KSA, ,0,0,0,1988,0
" Al Blooshi , Abdulmajeed ",KSA, ,0,1709,0,1989,0
" Al Blooshi, Fayez ",KSA, ,0,0,0,1970,0
" Al Bloy , Ahmad ",KSA, ,0,0,0,1990,0
" Al Bloy , Mohammed ",KSA, ,0,0,0,1980,0
 Al Bqaisi Mohammed Abdullah ,KSA, ,0,0,0,1990,0
" Al Bugami, Mohammad ",KSA, ,0,0,0,1970,0
" Al Buhamed, Abdulaziz ",KSA, ,0,0,0,1980,0
" Al Burshid , Ibraheem ",KSA, ,0,0,0,1988,0
" Al Dali, Abdulaziz ",KSA, ,0,0,0,1994,0
" Al Dali, Mohammed ",KSA, ,0,0,0,1986,0
" Al Darqi, Ibrahim Ahmed Hasan ",KSA, ,0,0,0,1997,0
" Al Dawood, Ali ",KSA, ,0,0,0,1988,0
" Al Dawsari, Fahad B ",KSA, ,0,0,0,1990,0
" Al Dawsari, Mohammed ",KSA, ,0,0,0,1967,0
" Al Dawsari,Abdullah N ",KSA, ,0,0,0,1988,0
" Al Debeyan, Yousef S ",KSA, ,0,0,0,1990,0
" Al Desouki, Ibrahim ",KSA, ,0,0,0,1956,0
 al Dhabaan Abdullah turki ,KSA, ,0,0,0,1990,0
" Al Dharrab, Muataz ",KSA, ,0,0,0,1985,0
" Al Doefre, Mansour ",KSA, ,0,0,0,1977,0
 Al Dosari Abdulaziz ,KSA, ,0,0,0,1990,0
" Al Dosari, Saad ",KSA, ,0,0,0,1987,0
" Al Dosari, Saeed F ",KSA, ,0,0,0,1995,0
" Al Dosri, Abdallah F ",KSA, ,0,0,0,1984,0
" Al Dosry , Saeed F ",KSA, ,0,0,0,1995,0
" Al Dossary, Nayef N. ",KSA, ,0,0,0,1990,0
" Al Dossary, Ziyad ",KSA, ,0,0,0,1983,0
" Al Dossery, Nawaf A ",KSA, ,0,0,0,1977,0
" AL DOSYSE,Mohammed ",KSA, ,0,0,0,1990,0
 Al Draan Fahad Mohammed ,KSA, ,0,0,0,1990,0
" Al Dubais, Abdullah Ali M ",KSA, ,0,0,0,2002,0
" Al Dulaijan, Khaled ",KSA, ,0,0,0,1988,0
" Al Durazi, Ali Ahmad ",KSA, ,0,0,0,2005,0
" Al Eid, Abdulrhman B ",KSA, ,0,0,0,1989,0
" Al Eid, Mohamad ",KSA, ,0,0,0,1982,0
" Al Eid, Motlaq ",KSA, ,0,0,0,1972,0
" Al Eid, Riad ",KSA, ,0,0,0,1957,0
" Al Eidi, Maha Ahmed ",KSA, ,0,0,0,1994,9
" Al Ekhwan, Wadea ",KSA, ,0,0,0,1972,0
" Al Elmas, Kayan Abdulhamid ",KSA, ,0,0,0,1998,0
 Al Enazi Abdulmajeed Ghareeb ,KSA, ,0,0,0,1990,0
 Al Enazi Badr Abdullah ,KSA, ,0,0,0,1990,0
 Al Enazi Farhan Ibrahim ,KSA, ,0,0,0,1990,0
" Al Enazi, Abdulaziz ",KSA, ,0,0,0,1991,0
" Al Enazi, Mohammed ",KSA, ,0,0,0,1989,0
" Al Enezi, Mohanad D ",KSA, ,0,0,0,1990,0
" Al Enezi, Wail S ",KSA, ,0,0,0,2006,0
" Al Enzi, Khaild B. ",KSA, ,0,0,0,1985,0
" Al Enzi, Samah Shayem ",KSA, ,0,0,0,1990,0
" Al Essa, Abdulhadi W ",KSA, ,0,0,0,1989,0
" Al Fadel , Fadel ",KSA, ,0,0,0,1964,0
" Al Fadel, Faleh A ",KSA, ,0,0,0,1985,0
" Al Fadhli, Issa S ",KSA, ,0,0,0,1986,0
" Al Fahad, Mustafa N ",KSA, ,0,0,0,1984,0
" Al Fahad, Sara Ibrahim Mohammed ",KSA, ,0,0,0,2007,0
 Al Faisal Khalil Ibrahim ,KSA, ,0,0,0,1990,0
" Al Faleh, Amin ",KSA, ,0,0,0,1985,0
" Al Farhan, Abdullah Y ",KSA, ,0,0,0,2001,0
" Al Fateel, Malik M ",KSA, ,0,0,0,1972,0
" Al Fawzan, Asma ",KSA, ,0,0,0,1996,23
" Al Fawzan, Muneera ",KSA, ,0,0,0,2007,0
" Al Fawzan, Turki ",KSA, ,0,0,0,1986,0
" Al Fayez, Saud A ",KSA, ,0,0,0,1956,0
" Al Fhaed, Abdul Aziz ",KSA, ,0,0,0,1990,0
" Al Furaih, Abdulmehsin ",KSA, ,0,0,0,1970,0
" Al Gabry, Rayan ",KSA, ,0,0,0,1994,0
" Al Gahni, Sultan ",KSA, ,0,1400,0,1991,0
" Al Gahtani, Omar ",KSA, ,0,0,0,1993,0
" Al Gahtani, Waleed M ",KSA, ,0,0,0,1994,0
" Al Gamdi, Ali Taha ",KSA, ,0,0,0,1976,0
" Al Gamdi, Harbi Said ",KSA, ,0,0,0,1985,0
" Al Gamdi, Ibrahim ",KSA, ,0,0,0,1987,0
" Al Gannami,mohammed ",KSA, ,0,0,0,1990,0
" Al Garei, Riaad M ",KSA, ,0,0,0,1989,0
" Al Gayayidi, Waleed M ",KSA, ,0,0,0,1987,0
" Al Gazem , Nayf M ",KSA, ,0,0,0,1995,0
" Al Ghahtani, Mahdi ",KSA, ,0,0,0,,0
" Al Ghamdi , Ahmed Ali ",KSA, ,0,0,0,1990,0
" Al Ghamdi , Majed A ",KSA, ,0,0,0,1989,0
 Al Ghamdi Omar ,KSA, ,0,0,0,1990,0
" AL GHAMDI, ABDULAZIZ ALI A ",KSA, ,0,0,0,1997,0
" Al Ghamdi, Abdullah ",KSA, ,0,0,0,1994,0
" Al Ghamdi, Ahmad Mohammed ",KSA, ,0,0,0,1970,0
" Al Ghamdi, Alaa S ",KSA, ,0,0,0,1986,0
" Al Ghamdi, Albandari ",KSA, ,0,0,0,2005,0
" Al Ghamdi, Ali Attia ",KSA, ,0,0,0,1975,0
" Al Ghamdi, Anas ",KSA, ,0,0,0,2007,0
" Al Ghamdi, Fahad R ",KSA, ,0,0,0,1973,0
" Al Ghamdi, Hala Salem ",KSA, ,0,0,0,2009,0
" Al Ghamdi, Hamed ",KSA, ,0,0,0,1994,0
" Al Ghamdi, Harbi ",KSA, ,0,0,0,1978,0
" Al Ghamdi, Ibrahim ",KSA, ,0,0,0,1987,1
" Al Ghamdi, Jaman Ali ",KSA, ,0,0,0,1962,0
" Al Ghamdi, Khaled G ",KSA, ,0,0,0,1979,0
" Al Ghamdi, Khalid A ",KSA, ,0,0,0,1992,0
" Al Ghamdi, Laila Asaleh ",KSA, ,0,0,0,2002,0
" Al Ghamdi, Lolwah Saleh ",KSA, ,0,0,0,2000,0
" Al Ghamdi, Mansour H ",KSA, ,0,0,0,1980,0
" Al Ghamdi, Mohammed Ahmed ",KSA, ,0,0,0,1979,0
" Al Ghamdi, Mohammed Ali ",KSA, ,0,1848,0,1993,0
" Al Ghamdi, Mohammed S ",KSA, ,0,0,0,1990,0
" Al Ghamdi, Mouaz ",KSA, ,0,0,0,1993,0
" Rowson, Jonathan ",SCO, GM ,2547,2525,2519,1977,1104
" Turner, Matthew J ",SCO, GM ,2455,2500,2429,1975,1390
" Aagaard, Jacob ",SCO, GM ,2448,2502,2509,1973,1284
" Shaw, John ",SCO, GM ,2425,0,2428,1968,1086
" Condie, Mark L ",SCO, IM ,2417,0,0,1965,442
" Dearing, Eddie ",SCO, IM ,2414,0,2443,1980,464
" Motwani, Paul ",SCO, GM ,2413,0,0,1962,938
" Greet, Andrew N ",SCO, IM ,2408,2434,2431,1979,989
" McNab, Colin A ",SCO, GM ,2402,0,2486,1961,2078
" Sreeves, Clement ",SCO, FM ,2352,2306,2252,1992,509
" Dunnington, Angus J ",SCO, IM ,2343,0,2387,1967,808
" Ruxton, Keith ",SCO, FM ,2324,2294,2349,1970,153
" Arakhamia-Grant, Ketevan ",SCO, GM ,2320,2282,2233,1968,2760
" Bryson, Douglas M ",SCO, IM ,2316,0,2308,1957,603
" Abdulla, Murad ",SCO, FM ,2307,2207,2207,2000,444
" Norris, Alan J ",SCO, FM ,2304,0,0,1959,280
" Olson, Hamish ",SCO, FM ,2301,2279,2202,1994,296
" Bews, Steven ",SCO, ,2295,0,0,1966,27
" Gourlay, Iain ",SCO, FM ,2295,0,0,1974,478
" Holmes, Donald A ",SCO, FM ,2295,0,0,1965,141
" Sinclair, Ian ",SCO, ,2295,0,0,,151
" MacKay, Ian D ",SCO, FM ,2289,0,0,1970,0
" Thomson, Craig S M ",SCO, FM ,2284,2268,0,1963,120
" Davie, Alexander M ",SCO, ,2280,0,0,,94
" Tate, Alan ",SCO, FM ,2279,2282,2179,1979,923
" Redpath, Joseph ",SCO, FM ,2274,0,2317,1985,224
" Griffin, Douglas ",SCO, ,2270,0,0,1967,40
" Young, JohnJoseph ",SCO, ,2265,0,0,,1
" Bathie, Nicol ",SCO, ,2264,0,2262,1973,98
" Burgess, Mark R ",SCO, FM ,2260,0,0,1967,115
" McCamon, Boyd ",SCO, FM ,2260,0,0,1958,24
" Swan, Iain ",SCO, FM ,2260,0,2238,1961,173
" Blackstock, Lesly S F ",SCO, ,2255,0,0,1949,163
" Denman, Brian ",SCO, ,2246,0,0,,105
" Muir, Andrew J ",SCO, IM ,2244,2296,2319,1958,856
" Pritchett, Craig W ",SCO, IM ,2240,2263,2282,1949,1233
" Gillam, Simon R ",SCO, ,2235,0,0,1955,72
" Milligan, Thomas ",SCO, ,2235,0,0,1963,50
" Berry, Neil ",SCO, FM ,2228,0,2227,1977,948
" Lawson, David ",SCO, FM ,2227,0,0,1965,101
" Umesh, Santosh ",SCO, ,2225,0,0,,31
" Burnett, Andrew ",SCO, FM ,2221,2148,2217,1968,526
" Levy, David N L ",SCO, IM ,2221,2161,2177,1945,41
" Morrison, Graham ",SCO, FM ,2221,0,0,1958,580
" Jamieson, Peter M ",SCO, FM ,2216,0,2206,1946,237
" Freeman, Michael J. ",SCO, ,2210,0,0,1940,438
" McClement, Andrew ",SCO, ,2210,2215,2126,1995,300
" Mannion, Stephen R ",SCO, IM ,2208,2272,2283,1964,1264
" MacQueen, Calum ",SCO, ,2206,2248,2244,1990,321
" Reid, Alan ",SCO, ,2205,0,0,,82
" McKay, Roderick M ",SCO, IM ,2204,2195,2197,1952,592
" Dempsey, Tony ",SCO, ,2203,0,0,1955,49
" Shafi, Declan ",SCO, ,2201,2175,2113,2000,281
" Paterson, Graham ",SCO, ,2200,0,0,1952,40
" Weston, Richard ",SCO, ,2195,0,0,1977,79
" Swanson, Stephen ",SCO, ,2191,2126,0,,412
" Fraser, Mark Gordon ",SCO, ,2186,0,0,1968,94
" Henderson, John B. ",SCO, ,2184,0,0,1961,181
" Findlay, David John ",SCO, ,2177,2176,2133,1954,507
" Bennett, William ",SCO, ,2175,0,2099,,49
" Morrison, Chris ",SCO, ,2174,0,0,1958,159
" Lawson, Graeme ",SCO, ,2170,0,0,1964,40
" Tweedie, Steven ",SCO, ,2166,0,2263,1987,116
" Kilgour, David A. ",SCO, ,2165,0,0,1957,224
" Nolan, Graeme ",SCO, ,2165,0,2173,,126
" Grant, Jonathan I M ",SCO, ,2164,2213,2177,1966,642
" Bremner, Adam ",SCO, CM ,2161,0,2197,1991,227
" Mitchell, Martin ",SCO, ,2159,0,0,1966,342
" MacDonald, Christopher ",SCO, ,2152,0,0,1989,145
" Koehn, Lennart ",SCO, ,2149,2093,2149,1999,182
" Parkin, James ",SCO, ,2148,0,0,1981,143
" Easton, Alex ",SCO, ,2147,0,0,1953,134
" Giulian, Philip M ",SCO, FM ,2141,2209,2031,1951,444
" Hornell, Colin ",SCO, ,2141,2041,2041,1969,36
" King, Jonathan ",SCO, ,2141,0,0,,35
" Noden, Nicolas ",SCO, ,2141,0,0,1974,61
" Hall, Colin P ",SCO, ,2140,0,0,,51
" Leonard, Thomas ",SCO, ,2140,0,0,,42
" Watts, Paul ",SCO, ,2139,0,0,1967,30
" Bonner, Gerald ",SCO, ,2135,0,0,1941,270
" McLean, John ",SCO, ,2129,0,0,,85
" Russell, Luke ",SCO, ,2125,0,0,1978,56
" Coffey, Patrick ",SCO, ,2124,2105,2157,1967,98
" Roberts, Paul ",SCO, CM ,2123,2161,2112,1974,551
" Frew, Elliot ",SCO, ,2121,0,0,1982,47
" Grove, Michael ",SCO, ,2119,2044,2020,1988,231
" Beaton, Kenneth S. ",SCO, ,2116,0,0,,182
" Keogh, Brian ",SCO, ,2115,0,0,,47
" Green, Andrew D ",SCO, CM ,2113,2086,2098,1990,492
" Mcgowan, Daniel ",SCO, ,2111,0,2178,1986,410
" Rigg, Gordon ",SCO, ,2110,0,0,1983,54
" Waldhausen Gordon, Frederick ",SCO, ,2110,2070,2321,2010,133
" Kirk, Larry ",SCO, ,2107,0,2064,1957,30
" Maxwell, Daniel ",SCO, ,2105,0,2094,1991,82
" Maxwell, Alistair ",SCO, ,2103,0,0,1965,77
" Beveridge, Allan ",SCO, ,2101,0,0,1960,85
" Malkin, Jamie ",SCO, ,2099,0,0,1992,29
" Gray, Euan ",SCO, ,2098,0,2026,2001,163
" Neave, George ",SCO, ,2098,2019,2105,1963,197
" Schwartz, Julius ",SCO, ,2098,0,2086,1992,88
" Spencer, Edwin A ",SCO, ,2097,2129,2090,1960,332
" Farrell, Neil ",SCO, ,2095,2088,2138,1965,197
" Mcintyre, Paul ",SCO, ,2092,0,0,1962,73
" Hopper, Paul ",SCO, ,2091,0,0,1979,133
" Edwards, Jonathan ",SCO, ,2090,0,2088,1992,187
" Mather, Walter ",SCO, ,2090,0,0,1967,54
" Fraser, Scott ",SCO, ,2089,0,0,,145
" McDonald, Kevin ",SCO, ,2088,0,0,1966,78
" Oswald, David C ",SCO, ,2088,0,2076,1989,122
" Archibong, Ubong S ",SCO, ,2082,2099,2107,1983,8
" Tweedie, Chris ",SCO, ,2082,0,2132,1983,53
" Buchanan, Walter F. ",SCO, ,2081,0,2126,1958,329
" Winning, Graham ",SCO, ,2080,0,0,,33
" Bamber, Elaine ",SCO, WFM ,2076,0,2089,1983,385
" Chapman, Mark ",SCO, ,2075,0,0,1973,342
